i,start,fold,time
9319,266554584,4.0,10.685297966003418
9320,266579584,4.0,10.678897857666016
9321,266604584,4.0,10.67259693145752
9322,266629584,4.0,10.666196823120117
9323,266654584,4.0,10.659795761108398
9324,266679584,4.0,10.653395652770996
9325,266829584,0.0,10.613997459411621
9326,266854584,0.0,10.607696533203125
9327,266879584,0.0,10.601296424865723
9328,266904584,0.0,10.59489631652832
9329,266929584,0.0,10.588495254516602
9330,266954584,0.0,10.581099510192871
9331,266979584,0.0,10.574699401855469
9332,267004584,0.0,10.56829833984375
9333,267029584,0.0,10.561898231506348
9334,267054584,0.0,10.555498123168945
9335,267079584,0.0,10.549097061157227
9336,267104584,0.0,10.542696952819824
9337,267129584,0.0,10.536396026611328
9338,267154584,0.0,10.529995918273926
9339,267179584,0.0,10.522500038146973
9340,267204584,0.0,10.516098976135254
9341,267229584,0.0,10.509799003601074
9342,267254584,0.0,10.503398895263672
9343,267279584,0.0,10.496997833251953
9344,267304584,0.0,10.49059772491455
9345,267329584,0.0,10.484196662902832
9346,267354584,0.0,10.47779655456543
9347,267379584,0.0,10.47149658203125
9348,267404584,0.0,10.465095520019531
9349,267429584,0.0,10.457599639892578
9350,267454584,0.0,10.451199531555176
9351,267479584,0.0,10.44489860534668
9352,267504584,0.0,10.438498497009277
9353,267529584,0.0,10.432097434997559
9354,267554584,0.0,10.425697326660156
9355,267579584,0.0,10.419297218322754
9356,267604584,0.0,10.412896156311035
9357,267629584,0.0,10.406596183776855
9358,267654584,0.0,10.400195121765137
9359,267679584,0.0,10.392699241638184
9360,267829584,2.0,10.35439682006836
9361,267854584,2.0,10.347996711730957
9362,267879584,2.0,10.341695785522461
9363,267904584,2.0,10.334199905395508
9364,267929584,2.0,10.327799797058105
9365,267954584,2.0,10.321398735046387
9366,267979584,2.0,10.315098762512207
9367,268004584,2.0,10.308697700500488
9368,268029584,2.0,10.302297592163086
9369,268054584,2.0,10.295897483825684
9370,268079584,2.0,10.289496421813965
9371,268104584,2.0,10.283096313476562
9372,268129584,2.0,10.276795387268066
9373,268154584,2.0,10.269299507141113
9374,268179584,2.0,10.262899398803711
9375,268204584,2.0,10.256498336791992
9376,268229584,2.0,10.250198364257812
9377,268254584,2.0,10.24379825592041
9378,268279584,2.0,10.237397193908691
9379,268304584,2.0,10.230997085571289
9380,268329584,2.0,10.22459602355957
9381,268354584,2.0,10.218195915222168
9382,268379584,2.0,10.211795806884766
9383,268404584,2.0,10.204399108886719
9384,268429584,2.0,10.197999000549316
9385,268454584,2.0,10.191598892211914
9386,268479584,2.0,10.185197830200195
9387,268504584,2.0,10.178897857666016
9388,268529584,2.0,10.172496795654297
9389,268554584,2.0,10.166096687316895
9390,268579584,2.0,10.159696578979492
9391,268604584,2.0,10.153295516967773
9392,268629584,2.0,10.145899772644043
9393,268654584,2.0,10.13949966430664
9394,268679584,2.0,10.133098602294922
9395,268829584,4.0,10.094796180725098
9396,268854584,4.0,10.088396072387695
9397,268879584,4.0,10.080999374389648
9398,268904584,4.0,10.074599266052246
9399,268929584,4.0,10.068199157714844
9400,268954584,4.0,10.061798095703125
9401,268979584,4.0,10.055397987365723
9402,269004584,4.0,10.049097061157227
9403,269029584,4.0,10.042696952819824
9404,269054584,4.0,10.036296844482422
9405,269079584,4.0,10.029895782470703
9406,269104584,4.0,10.0234956741333
9407,269129584,4.0,10.01609992980957
9408,269154584,4.0,10.009698867797852
9409,269179584,4.0,10.00329875946045
9410,269204584,4.0,9.99689769744873
9411,269229584,4.0,9.990497589111328
9412,269254584,4.0,9.984197616577148
9413,269279584,4.0,9.97779655456543
9414,269304584,4.0,9.971396446228027
9415,269329584,4.0,9.964995384216309
9416,269354584,4.0,9.957599639892578
9417,269379584,4.0,9.951199531555176
9418,269404584,4.0,9.944798469543457
9419,269429584,4.0,9.938398361206055
9420,269454584,4.0,9.931998252868652
9421,269479584,4.0,9.925597190856934
9422,269504584,4.0,9.919197082519531
9423,269529584,4.0,9.912896156311035
9424,269554584,4.0,9.906496047973633
9425,269579584,4.0,9.90009593963623
9426,269604584,4.0,9.892600059509277
9427,269629584,4.0,9.886299133300781
9428,269654584,4.0,9.879899024963379
9429,269679584,4.0,9.87349796295166
9430,269829584,1.0,9.835195541381836
9431,269854584,1.0,9.827699661254883
9432,269879584,1.0,9.821398735046387
9433,269904584,1.0,9.814998626708984
9434,269929584,1.0,9.808598518371582
9435,269954584,1.0,9.802197456359863
9436,269979584,1.0,9.795797348022461
9437,270004584,1.0,9.789396286010742
9438,270029584,1.0,9.783096313476562
9439,270054584,1.0,9.77669620513916
9440,270079584,1.0,9.769200325012207
9441,270104584,1.0,9.762799263000488
9442,270129584,1.0,9.756499290466309
9443,270154584,1.0,9.75009822845459
9444,270179584,1.0,9.743698120117188
9445,270204584,1.0,9.737297058105469
9446,270229584,1.0,9.730896949768066
9447,270254584,1.0,9.724496841430664
9448,270279584,1.0,9.718195915222168
9449,270304584,1.0,9.711795806884766
9450,270329584,1.0,9.704299926757812
9451,270354584,1.0,9.697898864746094
9452,270379584,1.0,9.691598892211914
9453,270404584,1.0,9.685197830200195
9454,270429584,1.0,9.678797721862793
9455,270454584,1.0,9.67239761352539
9456,270479584,1.0,9.665996551513672
9457,270504584,1.0,9.65959644317627
9458,270529584,1.0,9.653295516967773
9459,270554584,1.0,9.646895408630371
9460,270579584,1.0,9.639399528503418
9461,270604584,1.0,9.632999420166016
9462,270629584,1.0,9.62669849395752
9463,270654584,1.0,9.620298385620117
9464,270679584,1.0,9.613897323608398
9465,270829584,0.0,9.574499130249023
9466,270854584,0.0,9.568099021911621
9467,270879584,0.0,9.561698913574219
9468,270904584,0.0,9.555397987365723
9469,270929584,0.0,9.54899787902832
9470,270954584,0.0,9.542596817016602
9471,270979584,0.0,9.5361967086792
9472,271004584,0.0,9.52979564666748
9473,271029584,0.0,9.523395538330078
9474,271054584,0.0,9.515999794006348
9475,271079584,0.0,9.509599685668945
9476,271104584,0.0,9.503198623657227
9477,271129584,0.0,9.496798515319824
9478,271154584,0.0,9.490497589111328
9479,271179584,0.0,9.484097480773926
9480,271204584,0.0,9.477696418762207
9481,271229584,0.0,9.471296310424805
9482,271254584,0.0,9.464896202087402
9483,271279584,0.0,9.457500457763672
9484,271304584,0.0,9.451099395751953
9485,271329584,0.0,9.44469928741455
9486,271354584,0.0,9.438298225402832
9487,271379584,0.0,9.43189811706543
9488,271404584,0.0,9.425597190856934
9489,271429584,0.0,9.419197082519531
9490,271454584,0.0,9.412796974182129
9491,271479584,0.0,9.40639591217041
9492,271504584,0.0,9.399995803833008
9493,271529584,0.0,9.392600059509277
9494,271554584,0.0,9.386198997497559
9495,271579584,0.0,9.379798889160156
9496,271604584,0.0,9.373398780822754
9497,271629584,0.0,9.366997718811035
9498,271654584,0.0,9.360697746276855
9499,271679584,0.0,9.354296684265137
9500,271829584,1.0,9.314898490905762
9501,271854584,1.0,9.30849838256836
9502,271879584,1.0,9.302098274230957
9503,271904584,1.0,9.295697212219238
9504,271929584,1.0,9.289397239685059
9505,271954584,1.0,9.28299617767334
9506,271979584,1.0,9.276596069335938
9507,272004584,1.0,9.269100189208984
9508,272029584,1.0,9.262799263000488
9509,272054584,1.0,9.256399154663086
9510,272079584,1.0,9.249999046325684
9511,272104584,1.0,9.243597984313965
9512,272129584,1.0,9.237197875976562
9513,272154584,1.0,9.230796813964844
9514,272179584,1.0,9.224496841430664
9515,272204584,1.0,9.218096733093262
9516,272229584,1.0,9.211695671081543
9517,272254584,1.0,9.20419979095459
9518,272279584,1.0,9.19789981842041
9519,272304584,1.0,9.191498756408691
9520,272329584,1.0,9.185098648071289
9521,272354584,1.0,9.17869758605957
9522,272379584,1.0,9.172297477722168
9523,272404584,1.0,9.165897369384766
9524,272429584,1.0,9.15959644317627
9525,272454584,1.0,9.153196334838867
9526,272479584,1.0,9.146795272827148
9527,272504584,1.0,9.139299392700195
9528,272529584,1.0,9.132999420166016
9529,272554584,1.0,9.126598358154297
9530,272579584,1.0,9.120198249816895
9531,272604584,1.0,9.113798141479492
9532,272629584,1.0,9.107397079467773
9533,272654584,1.0,9.100996971130371
9534,272679584,1.0,9.094696044921875
9535,272829584,2.0,9.0552978515625
9536,272854584,2.0,9.048897743225098
9537,272879584,2.0,9.042497634887695
9538,272904584,2.0,9.036096572875977
9539,272929584,2.0,9.029696464538574
9540,272954584,2.0,9.023395538330078
9541,272979584,2.0,9.015899658203125
9542,273004584,2.0,9.009499549865723
9543,273029584,2.0,9.003198623657227
9544,273054584,2.0,8.996798515319824
9545,273079584,2.0,8.990398406982422
9546,273104584,2.0,8.983997344970703
9547,273129584,2.0,8.9775972366333
9548,273154584,2.0,8.971196174621582
9549,273179584,2.0,8.96479606628418
9550,273204584,2.0,8.95849609375
9551,273229584,2.0,8.95099925994873
9552,273254584,2.0,8.944599151611328
9553,273279584,2.0,8.938199043273926
9554,273304584,2.0,8.93189811706543
9555,273329584,2.0,8.925498008728027
9556,273354584,2.0,8.919096946716309
9557,273379584,2.0,8.912696838378906
9558,273404584,2.0,8.906296730041504
9559,273429584,2.0,8.899895668029785
9560,273454584,2.0,8.892499923706055
9561,273479584,2.0,8.886099815368652
9562,273504584,2.0,8.879698753356934
9563,273529584,2.0,8.873298645019531
9564,273554584,2.0,8.866997718811035
9565,273579584,2.0,8.860597610473633
9566,273604584,2.0,8.85419750213623
9567,273629584,2.0,8.847796440124512
9568,273654584,2.0,8.84139633178711
9569,273679584,2.0,8.834996223449707
9570,273829584,2.0,8.795697212219238
9571,273854584,2.0,8.789297103881836
9572,273879584,2.0,8.782896995544434
9573,273904584,2.0,8.776495933532715
9574,273929584,2.0,8.770095825195312
9575,273954584,2.0,8.762700080871582
9576,273979584,2.0,8.756299018859863
9577,274004584,2.0,8.749898910522461
9578,274029584,2.0,8.743497848510742
9579,274054584,2.0,8.737197875976562
9580,274079584,2.0,8.73079776763916
9581,274104584,2.0,8.724396705627441
9582,274129584,2.0,8.717996597290039
9583,274154584,2.0,8.71159553527832
9584,274179584,2.0,8.70419979095459
9585,274204584,2.0,8.697799682617188
9586,274229584,2.0,8.691398620605469
9587,274254584,2.0,8.684998512268066
9588,274279584,2.0,8.678598403930664
9589,274304584,2.0,8.672197341918945
9590,274329584,2.0,8.665897369384766
9591,274354584,2.0,8.659496307373047
9592,274379584,2.0,8.653096199035645
9593,274404584,2.0,8.646696090698242
9594,274429584,2.0,8.639299392700195
9595,274454584,2.0,8.632899284362793
9596,274479584,2.0,8.62649917602539
9597,274504584,2.0,8.620098114013672
9598,274529584,2.0,8.61369800567627
9599,274554584,2.0,8.607297897338867
9600,274579584,2.0,8.600996971130371
9601,274604584,2.0,8.594596862792969
9602,274629584,2.0,8.58819580078125
9603,274654584,2.0,8.581795692443848
9604,274679584,2.0,8.574399948120117
9605,274829584,1.0,8.536096572875977
9606,274854584,1.0,8.529696464538574
9607,274879584,1.0,8.523296356201172
9608,274904584,1.0,8.515799522399902
9609,274929584,1.0,8.509499549865723
9610,274954584,1.0,8.50309944152832
9611,274979584,1.0,8.496698379516602
9612,275004584,1.0,8.4902982711792
9613,275029584,1.0,8.48389720916748
9614,275054584,1.0,8.477497100830078
9615,275079584,1.0,8.471197128295898
9616,275104584,1.0,8.46479606628418
9617,275129584,1.0,8.458395957946777
9618,275154584,1.0,8.450900077819824
9619,275179584,1.0,8.444599151611328
9620,275204584,1.0,8.438199043273926
9621,275229584,1.0,8.431797981262207
9622,275254584,1.0,8.425397872924805
9623,275279584,1.0,8.418997764587402
9624,275304584,1.0,8.412596702575684
9625,275329584,1.0,8.406196594238281
9626,275354584,1.0,8.399895668029785
9627,275379584,1.0,8.393495559692383
9628,275404584,1.0,8.38599967956543
9629,275429584,1.0,8.379599571228027
9630,275454584,1.0,8.373298645019531
9631,275479584,1.0,8.366898536682129
9632,275504584,1.0,8.36049747467041
9633,275529584,1.0,8.354097366333008
9634,275554584,1.0,8.347697257995605
9635,275579584,1.0,8.341296195983887
9636,275604584,1.0,8.334996223449707
9637,275629584,1.0,8.327500343322754
9638,275654584,1.0,8.321099281311035
9639,275679584,1.0,8.314699172973633
9640,275829584,1.0,8.276395797729492
9641,275854584,1.0,8.270095825195312
9642,275879584,1.0,8.26259994506836
9643,275904584,1.0,8.25619888305664
9644,275929584,1.0,8.249798774719238
9645,275954584,1.0,8.243498802185059
9646,275979584,1.0,8.23709774017334
9647,276004584,1.0,8.230697631835938
9648,276029584,1.0,8.224296569824219
9649,276054584,1.0,8.217896461486816
9650,276079584,1.0,8.211496353149414
9651,276104584,1.0,8.205195426940918
9652,276129584,1.0,8.197699546813965
9653,276154584,1.0,8.191299438476562
9654,276179584,1.0,8.184898376464844
9655,276204584,1.0,8.178598403930664
9656,276229584,1.0,8.172197341918945
9657,276254584,1.0,8.165797233581543
9658,276279584,1.0,8.15939712524414
9659,276304584,1.0,8.152996063232422
9660,276329584,1.0,8.14659595489502
9661,276354584,1.0,8.139200210571289
9662,276379584,1.0,8.13279914855957
9663,276404584,1.0,8.126399040222168
9664,276429584,1.0,8.119998931884766
9665,276454584,1.0,8.11369800567627
9666,276479584,1.0,8.107297897338867
9667,276504584,1.0,8.100896835327148
9668,276529584,1.0,8.094496726989746
9669,276554584,1.0,8.088096618652344
9670,276579584,1.0,8.081695556640625
9671,276604584,1.0,8.074299812316895
9672,276629584,1.0,8.067899703979492
9673,276654584,1.0,8.061498641967773
9674,276679584,1.0,8.055098533630371
9675,276829584,0.0,8.01679515838623
9676,276854584,0.0,8.0093994140625
9677,276879584,0.0,8.002999305725098
9678,276904584,0.0,7.996598720550537
9679,276929584,0.0,7.990198135375977
9680,276954584,0.0,7.983797550201416
9681,276979584,0.0,7.977497100830078
9682,277004584,0.0,7.971096992492676
9683,277029584,0.0,7.964696407318115
9684,277054584,0.0,7.958295822143555
9685,277079584,0.0,7.950900077819824
9686,277104584,0.0,7.944499492645264
9687,277129584,0.0,7.938098907470703
9688,277154584,0.0,7.931698322296143
9689,277179584,0.0,7.92529821395874
9690,277204584,0.0,7.91889762878418
9691,277229584,0.0,7.912597179412842
9692,277254584,0.0,7.906196594238281
9693,277279584,0.0,7.899796009063721
9694,277304584,0.0,7.893395900726318
9695,277329584,0.0,7.88599967956543
9696,277354584,0.0,7.879599094390869
9697,277379584,0.0,7.873198986053467
9698,277404584,0.0,7.866798400878906
9699,277429584,0.0,7.860397815704346
9700,277454584,0.0,7.853997230529785
9701,277479584,0.0,7.847696781158447
9702,277504584,0.0,7.841296672821045
9703,277529584,0.0,7.834896087646484
9704,277554584,0.0,7.828495502471924
9705,277579584,0.0,7.821099758148193
9706,277604584,0.0,7.814699172973633
9707,277629584,0.0,7.808298587799072
9708,277654584,0.0,7.801898002624512
9709,277679584,0.0,7.795497894287109
9710,277829584,1.0,7.756099224090576
9711,277854584,1.0,7.749798774719238
9712,277879584,1.0,7.743398666381836
9713,277904584,1.0,7.736998081207275
9714,277929584,1.0,7.730597496032715
9715,277954584,1.0,7.724196910858154
9716,277979584,1.0,7.717796802520752
9717,278004584,1.0,7.711496353149414
9718,278029584,1.0,7.7050957679748535
9719,278054584,1.0,7.6975998878479
9720,278079584,1.0,7.69119930267334
9721,278104584,1.0,7.684898853302002
9722,278129584,1.0,7.678498268127441
9723,278154584,1.0,7.672097682952881
9724,278179584,1.0,7.6656975746154785
9725,278204584,1.0,7.659296989440918
9726,278229584,1.0,7.652896404266357
9727,278254584,1.0,7.6465959548950195
9728,278279584,1.0,7.640195369720459
9729,278304584,1.0,7.632699489593506
9730,278329584,1.0,7.626298904418945
9731,278354584,1.0,7.619998455047607
9732,278379584,1.0,7.613598346710205
9733,278404584,1.0,7.6071977615356445
9734,278429584,1.0,7.600797176361084
9735,278454584,1.0,7.594396591186523
9736,278479584,1.0,7.587996482849121
9737,278504584,1.0,7.581696033477783
9738,278529584,1.0,7.574199676513672
9739,278554584,1.0,7.5677995681762695
9740,278579584,1.0,7.561398983001709
9741,278604584,1.0,7.555098533630371
9742,278629584,1.0,7.5486979484558105
9743,278654584,1.0,7.54229736328125
9744,278679584,1.0,7.535897254943848
9745,278829584,1.0,7.4964985847473145
9746,278854584,1.0,7.490198135375977
9747,278879584,1.0,7.483798027038574
9748,278904584,1.0,7.477397441864014
9749,278929584,1.0,7.470996856689453
9750,278954584,1.0,7.464596271514893
9751,278979584,1.0,7.45819616317749
9752,279004584,1.0,7.45179557800293
9753,279029584,1.0,7.444399356842041
9754,279054584,1.0,7.437999248504639
9755,279079584,1.0,7.431598663330078
9756,279104584,1.0,7.425198078155518
9757,279129584,1.0,7.41889762878418
9758,279154584,1.0,7.412497043609619
9759,279179584,1.0,7.406096935272217
9760,279204584,1.0,7.399696350097656
9761,279229584,1.0,7.393295764923096
9762,279254584,1.0,7.385900020599365
9763,279279584,1.0,7.379499435424805
9764,279304584,1.0,7.373098850250244
9765,279329584,1.0,7.366698265075684
9766,279354584,1.0,7.360298156738281
9767,279379584,1.0,7.353997707366943
9768,279404584,1.0,7.347597122192383
9769,279429584,1.0,7.341196537017822
9770,279454584,1.0,7.334795951843262
9771,279479584,1.0,7.328395843505859
9772,279504584,1.0,7.320999622344971
9773,279529584,1.0,7.31459903717041
9774,279554584,1.0,7.308198928833008
9775,279579584,1.0,7.301798343658447
9776,279604584,1.0,7.295397758483887
9777,279629584,1.0,7.289097309112549
9778,279654584,1.0,7.282696723937988
9779,279679584,1.0,7.276296615600586
9780,279829584,2.0,7.236897945404053
9781,279854584,2.0,7.23049783706665
9782,279879584,2.0,7.2241973876953125
9783,279904584,2.0,7.217796802520752
9784,279929584,2.0,7.211396217346191
9785,279954584,2.0,7.204995632171631
9786,279979584,2.0,7.1975998878479
9787,280004584,2.0,7.19119930267334
9788,280029584,2.0,7.1847991943359375
9789,280054584,2.0,7.178398609161377
9790,280079584,2.0,7.171998023986816
9791,280104584,2.0,7.165597438812256
9792,280129584,2.0,7.159196853637695
9793,280154584,2.0,7.152896404266357
9794,280179584,2.0,7.146496295928955
9795,280204584,2.0,7.1400957107543945
9796,280229584,2.0,7.132599830627441
9797,280254584,2.0,7.1262993812561035
9798,280279584,2.0,7.119898796081543
9799,280304584,2.0,7.113498210906982
9800,280329584,2.0,7.10709810256958
9801,280354584,2.0,7.1006975173950195
9802,280379584,2.0,7.094296932220459
9803,280404584,2.0,7.087996482849121
9804,280429584,2.0,7.0815958976745605
9805,280454584,2.0,7.0751953125
9806,280479584,2.0,7.067699432373047
9807,280504584,2.0,7.061398983001709
9808,280529584,2.0,7.054998874664307
9809,280554584,2.0,7.048598289489746
9810,280579584,2.0,7.0421977043151855
9811,280604584,2.0,7.035797119140625
9812,280629584,2.0,7.029397010803223
9813,280654584,2.0,7.023096084594727
9814,280679584,2.0,7.016695976257324
9815,280829584,2.0,6.977297782897949
9816,280854584,2.0,6.970897197723389
9817,280879584,2.0,6.964496612548828
9818,280904584,2.0,6.95819616317749
9819,280929584,2.0,6.95179557800293
9820,280954584,2.0,6.944299697875977
9821,280979584,2.0,6.937899112701416
9822,281004584,2.0,6.931598663330078
9823,281029584,2.0,6.925198554992676
9824,281054584,2.0,6.918797969818115
9825,281079584,2.0,6.912397384643555
9826,281104584,2.0,6.905996799468994
9827,281129584,2.0,6.899596691131592
9828,281154584,2.0,6.893295764923096
9829,281179584,2.0,6.886895656585693
9830,281204584,2.0,6.87939977645874
9831,281229584,2.0,6.87299919128418
9832,281254584,2.0,6.866698741912842
9833,281279584,2.0,6.860298156738281
9834,281304584,2.0,6.853897571563721
9835,281329584,2.0,6.847497463226318
9836,281354584,2.0,6.841096878051758
9837,281379584,2.0,6.834696292877197
9838,281404584,2.0,6.828295707702637
9839,281429584,2.0,6.820899963378906
9840,281454584,2.0,6.814499378204346
9841,281479584,2.0,6.808098793029785
9842,281504584,2.0,6.801698684692383
9843,281529584,2.0,6.795398235321045
9844,281554584,2.0,6.788997650146484
9845,281579584,2.0,6.782597064971924
9846,281604584,2.0,6.776196479797363
9847,281629584,2.0,6.769796371459961
9848,281654584,2.0,6.7633957862854
9849,281679584,2.0,6.755999565124512
9850,281829584,2.0,6.7176971435546875
9851,281854584,2.0,6.711296558380127
9852,281879584,2.0,6.704895973205566
9853,281904584,2.0,6.698495388031006
9854,281929584,2.0,6.691099643707275
9855,281954584,2.0,6.684699058532715
9856,281979584,2.0,6.678298473358154
9857,282004584,2.0,6.671898365020752
9858,282029584,2.0,6.665597915649414
9859,282054584,2.0,6.6591973304748535
9860,282079584,2.0,6.652796745300293
9861,282104584,2.0,6.646396160125732
9862,282129584,2.0,6.63999605178833
9863,282154584,2.0,6.632599830627441
9864,282179584,2.0,6.626199245452881
9865,282204584,2.0,6.6197991371154785
9866,282229584,2.0,6.613398551940918
9867,282254584,2.0,6.606997966766357
9868,282279584,2.0,6.6006975173950195
9869,282304584,2.0,6.594296932220459
9870,282329584,2.0,6.587896823883057
9871,282354584,2.0,6.581496238708496
9872,282379584,2.0,6.5750956535339355
9873,282404584,2.0,6.567699909210205
9874,282429584,2.0,6.5612993240356445
9875,282454584,2.0,6.554898738861084
9876,282479584,2.0,6.548498153686523
9877,282504584,2.0,6.542098045349121
9878,282529584,2.0,6.5356974601745605
9879,282554584,2.0,6.529397010803223
9880,282579584,2.0,6.522996425628662
9881,282604584,2.0,6.516595840454102
9882,282629584,2.0,6.510195732116699
9883,282654584,2.0,6.5027995109558105
9884,282679584,2.0,6.49639892578125
9885,282829584,2.0,6.458096504211426
9886,282854584,2.0,6.451695919036865
9887,282879584,2.0,6.444200038909912
9888,282904584,2.0,6.437899589538574
9889,282929584,2.0,6.431499004364014
9890,282954584,2.0,6.425098419189453
9891,282979584,2.0,6.418697834014893
9892,283004584,2.0,6.41229772567749
9893,283029584,2.0,6.40589714050293
9894,283054584,2.0,6.399596691131592
9895,283079584,2.0,6.393196105957031
9896,283104584,2.0,6.386795520782471
9897,283129584,2.0,6.379299640655518
9898,283154584,2.0,6.37299919128418
9899,283179584,2.0,6.366598606109619
9900,283204584,2.0,6.360198497772217
9901,283229584,2.0,6.353797912597656
9902,283254584,2.0,6.347397327423096
9903,283279584,2.0,6.340996742248535
9904,283304584,2.0,6.334696292877197
9905,283329584,2.0,6.328296184539795
9906,283354584,2.0,6.321895599365234
9907,283379584,2.0,6.314399719238281
9908,283404584,2.0,6.308099269866943
9909,283429584,2.0,6.301698684692383
9910,283454584,2.0,6.295298099517822
9911,283479584,2.0,6.288897514343262
9912,283504584,2.0,6.282497406005859
9913,283529584,2.0,6.276096820831299
9914,283554584,2.0,6.269796371459961
9915,283579584,2.0,6.2633957862854
9916,283604584,2.0,6.255899906158447
9917,283629584,2.0,6.249499320983887
9918,283654584,2.0,6.243198871612549
9919,283679584,2.0,6.236798286437988
9920,283829584,0.0,6.198495864868164
9921,283854584,0.0,6.190999507904053
9922,283879584,0.0,6.18459939956665
9923,283904584,0.0,6.17819881439209
9924,283929584,0.0,6.171898365020752
9925,283954584,0.0,6.165497779846191
9926,283979584,0.0,6.159097194671631
9927,284004584,0.0,6.1526970863342285
9928,284029584,0.0,6.146296501159668
9929,284054584,0.0,6.139895915985107
9930,284079584,0.0,6.132500171661377
9931,284104584,0.0,6.126099586486816
9932,284129584,0.0,6.119699001312256
9933,284154584,0.0,6.113298416137695
9934,284179584,0.0,6.106997966766357
9935,284204584,0.0,6.100597858428955
9936,284229584,0.0,6.0941972732543945
9937,284254584,0.0,6.087796688079834
9938,284279584,0.0,6.081396102905273
9939,284304584,0.0,6.074995994567871
9940,284329584,0.0,6.067599773406982
9941,284354584,0.0,6.061199188232422
9942,284379584,0.0,6.0547990798950195
9943,284404584,0.0,6.048398494720459
9944,284429584,0.0,6.042098045349121
9945,284454584,0.0,6.0356974601745605
9946,284479584,0.0,6.029296875
9947,284504584,0.0,6.022896766662598
9948,284529584,0.0,6.016496181488037
9949,284554584,0.0,6.010095596313477
9950,284579584,0.0,6.002699851989746
9951,284604584,0.0,5.9962992668151855
9952,284629584,0.0,5.989898681640625
9953,284654584,0.0,5.9834980964660645
9954,284679584,0.0,5.977197647094727
9955,284829584,1.0,5.937799453735352
9956,284854584,1.0,5.931398868560791
9957,284879584,1.0,5.924998760223389
9958,284904584,1.0,5.918598175048828
9959,284929584,1.0,5.912197589874268
9960,284954584,1.0,5.90589714050293
9961,284979584,1.0,5.899496555328369
9962,285004584,1.0,5.893096446990967
9963,285029584,1.0,5.886695861816406
9964,285054584,1.0,5.879299640655518
9965,285079584,1.0,5.872899532318115
9966,285104584,1.0,5.866498947143555
9967,285129584,1.0,5.860098361968994
9968,285154584,1.0,5.853697776794434
9969,285179584,1.0,5.847297668457031
9970,285204584,1.0,5.840997219085693
9971,285229584,1.0,5.834596633911133
9972,285254584,1.0,5.828196048736572
9973,285279584,1.0,5.821795463562012
9974,285304584,1.0,5.814399719238281
9975,285329584,1.0,5.807999134063721
9976,285354584,1.0,5.80159854888916
9977,285379584,1.0,5.795198440551758
9978,285404584,1.0,5.788797855377197
9979,285429584,1.0,5.782397270202637
9980,285454584,1.0,5.776096820831299
9981,285479584,1.0,5.769696235656738
9982,285504584,1.0,5.763296127319336
9983,285529584,1.0,5.755799770355225
9984,285554584,1.0,5.749499320983887
9985,285579584,1.0,5.743099212646484
9986,285604584,1.0,5.736698627471924
9987,285629584,1.0,5.730298042297363
9988,285654584,1.0,5.723897457122803
9989,285679584,1.0,5.7174973487854
9990,285829584,3.0,5.67819881439209
9991,285854584,3.0,5.671798229217529
9992,285879584,3.0,5.665398120880127
9993,285904584,3.0,5.658997535705566
9994,285929584,3.0,5.652596950531006
9995,285954584,3.0,5.646296501159668
9996,285979584,3.0,5.639895915985107
9997,286004584,3.0,5.633495807647705
9998,286029584,3.0,5.625999450683594
9999,286054584,3.0,5.619699001312256
10000,286079584,3.0,5.6132988929748535
10001,286104584,3.0,5.606898307800293
10002,286129584,3.0,5.600497722625732
10003,286154584,3.0,5.594097137451172
10004,286179584,3.0,5.5876970291137695
10005,286204584,3.0,5.581296443939209
10006,286229584,3.0,5.574995994567871
10007,286254584,3.0,5.567500114440918
10008,286279584,3.0,5.561099529266357
10009,286304584,3.0,5.554698944091797
10010,286329584,3.0,5.548398494720459
10011,286354584,3.0,5.541997909545898
10012,286379584,3.0,5.535597801208496
10013,286404584,3.0,5.5291972160339355
10014,286429584,3.0,5.522796630859375
10015,286454584,3.0,5.5163960456848145
10016,286479584,3.0,5.510095596313477
10017,286504584,3.0,5.502599716186523
10018,286529584,3.0,5.496199131011963
10019,286554584,3.0,5.4897990226745605
10020,286579584,3.0,5.483498573303223
10021,286604584,3.0,5.477097988128662
10022,286629584,3.0,5.470697402954102
10023,286654584,3.0,5.464296817779541
10024,286679584,3.0,5.457896709442139
10025,286829584,1.0,5.418598175048828
10026,286854584,1.0,5.412197589874268
10027,286879584,1.0,5.405797481536865
10028,286904584,1.0,5.399396896362305
10029,286929584,1.0,5.392996311187744
10030,286954584,1.0,5.386595726013184
10031,286979584,1.0,5.379199981689453
10032,287004584,1.0,5.372799396514893
10033,287029584,1.0,5.366398811340332
10034,287054584,1.0,5.35999870300293
10035,287079584,1.0,5.353698253631592
10036,287104584,1.0,5.347297668457031
10037,287129584,1.0,5.340897083282471
10038,287154584,1.0,5.33449649810791
10039,287179584,1.0,5.328096389770508
10040,287204584,1.0,5.321695804595947
10041,287229584,1.0,5.314299583435059
10042,287254584,1.0,5.307899475097656
10043,287279584,1.0,5.301498889923096
10044,287304584,1.0,5.295098304748535
10045,287329584,1.0,5.288697719573975
10046,287354584,1.0,5.282397270202637
10047,287379584,1.0,5.275997161865234
10048,287404584,1.0,5.269596576690674
10049,287429584,1.0,5.263195991516113
10050,287454584,1.0,5.256795406341553
10051,287479584,1.0,5.249399662017822
10052,287504584,1.0,5.242999076843262
